       5
       1
    1 -16.61241 -20.41229 -20.17656 -25.31683
    2  -9.11158 -13.67842 -13.59226 -14.42303
    3  -9.11157 -13.67341 -13.58679 -14.42303
    4  -9.11157 -13.67695 -13.58921 -14.42303
    5  -0.56518   0.21287   0.21233   0.90047
